date,region,chemical_substance,items,net_cost ,actual_cost
2024-10,NORTH WEST,Bupropion hydrochloride,476.0,15190.31,14461.19666
2024-10,SOUTH EAST,Flupentixol hydrochloride,240.0,1724.99,1662.03343
2024-10,SOUTH EAST,Flupentixol decanoate,490.0,6188.14,5767.08496
2024-10,SOUTH EAST,Amitriptyline hydrochloride,173107.0,234132.68,193215.73566
2024-10,SOUTH EAST,Clomipramine hydrochloride,2565.0,37310.77,35002.44754
2024-10,SOUTH EAST,Dosulepin hydrochloride,3969.0,57390.36,46422.65832
2024-10,SOUTH EAST,Doxepin,156.0,27678.53,27464.27978
2024-10,SOUTH EAST,Imipramine hydrochloride,1530.0,8347.27,7413.87434
2024-10,SOUTH EAST,Lofepramine hydrochloride,1048.0,31307.63,31212.45637
2024-10,SOUTH EAST,Mianserin hydrochloride,13.0,688.38,682.71808
2024-10,SOUTH EAST,Nortriptyline,11660.0,56115.69,56074.11337
2024-10,SOUTH EAST,Trazodone hydrochloride,15516.0,49776.38,46967.40039
2024-10,SOUTH EAST,Trimipramine maleate,240.0,72243.95,71976.44895
2024-10,SOUTH EAST,Isocarboxazid,14.0,6894.8,6895.7736
2024-10,SOUTH EAST,Moclobemide,107.0,2477.55,2352.64255
2024-10,SOUTH EAST,Phenelzine sulfate,91.0,12528.0,12497.44228
2024-10,SOUTH EAST,Tranylcypromine sulfate,71.0,116885.0,116778.83745
2024-10,SOUTH EAST,Citalopram hydrobromide,159784.0,149702.48,124287.4338
2024-10,SOUTH EAST,Fluoxetine hydrochloride,82174.0,179729.62,158714.994
2024-10,SOUTH EAST,Fluvoxamine maleate,216.0,4819.38,4587.12231
2024-10,SOUTH EAST,Paroxetine hydrochloride,14183.0,36870.94,31590.16231
2024-10,SOUTH EAST,Sertraline hydrochloride,288485.0,649334.88,548754.29475
2024-10,SOUTH EAST,Escitalopram,34675.0,86077.09,82190.99475
2024-10,SOUTH EAST,Citalopram hydrochloride,967.0,15404.98,12407.31459
2024-10,SOUTH EAST,Vortioxetine,7338.0,191266.02,181563.64188
2024-10,SOUTH EAST,Flupentixol hydrochloride,1188.0,3927.49,3824.93533
2024-10,SOUTH EAST,Tryptophan,6.0,840.04,798.34477
2024-10,SOUTH EAST,Reboxetine,235.0,4387.44,4164.17107
2024-10,SOUTH EAST,Venlafaxine,73855.0,650463.87,600746.15022
2024-10,SOUTH EAST,Mirtazapine,143724.0,184432.65,158049.62813
2024-10,SOUTH EAST,Duloxetine hydrochloride,49118.0,199682.55,163154.13681
2024-10,SOUTH EAST,Agomelatine,752.0,15345.95,15255.0936
2024-10,SOUTH EAST,Bupropion hydrochloride,583.0,23089.63,21930.96452
2024-10,SOUTH WEST,Flupentixol hydrochloride,373.0,1933.12,1873.84923
2024-10,SOUTH WEST,Flupentixol decanoate,358.0,5982.02,5536.90334
2024-10,SOUTH WEST,Amitriptyline hydrochloride,154185.0,199303.5,165124.76417
2024-10,SOUTH WEST,Clomipramine hydrochloride,1883.0,24839.2,23124.49366
2024-10,SOUTH WEST,Dosulepin hydrochloride,2755.0,38410.29,31218.96159
2024-10,SOUTH WEST,Doxepin,164.0,23497.6,23369.22007
2024-10,SOUTH WEST,Imipramine hydrochloride,1145.0,5085.5,4372.3222
2024-10,SOUTH WEST,Lofepramine hydrochloride,1141.0,30739.59,30570.72642
2024-10,SOUTH WEST,Mianserin hydrochloride,11.0,839.54,814.81758
2024-10,SOUTH WEST,Nortriptyline,6909.0,24945.3,24998.78092
2024-10,SOUTH WEST,Trazodone hydrochloride,9604.0,24616.59,22505.97629
2024-10,SOUTH WEST,Trimipramine maleate,111.0,24124.14,23941.64295
2024-10,SOUTH WEST,Isocarboxazid,38.0,9484.19,9294.88563
2024-10,SOUTH WEST,Moclobemide,96.0,2038.4,1927.29345
2024-10,SOUTH WEST,Phenelzine sulfate,45.0,4689.6,4621.19352
2024-10,SOUTH WEST,Tranylcypromine sulfate,43.0,72265.0,71670.61555
2024-10,SOUTH WEST,Citalopram hydrobromide,126132.0,112215.0,93542.27466
2024-10,SOUTH WEST,Fluoxetine hydrochloride,59758.0,116918.58,102571.53148
2024-10,SOUTH WEST,Fluvoxamine maleate,139.0,3020.72,2868.81733
2024-10,SOUTH WEST,Paroxetine hydrochloride,10493.0,26862.83,23193.93864
2024-10,SOUTH WEST,Sertraline hydrochloride,200651.0,400218.2,339129.60395
2024-10,SOUTH WEST,Escitalopram,19707.0,45753.72,43699.53238
2024-10,SOUTH WEST,Citalopram hydrochloride,687.0,10337.52,8345.61782
2024-10,SOUTH WEST,Vortioxetine,2059.0,53132.31,50319.3763
2024-10,SOUTH WEST,Flupentixol hydrochloride,936.0,2880.57,2807.70824
2024-10,SOUTH WEST,Tryptophan,2.0,61.09,58.16266
2024-10,SOUTH WEST,Reboxetine,231.0,3659.69,3484.54766
2024-10,SOUTH WEST,Venlafaxine,59331.0,474045.05,432274.00125
2024-10,SOUTH WEST,Mirtazapine,116584.0,138092.94,118114.47752
2024-10,SOUTH WEST,Duloxetine hydrochloride,39756.0,142553.17,116762.91855
2024-10,SOUTH WEST,Agomelatine,195.0,4029.91,4013.23545
2024-10,SOUTH WEST,Bupropion hydrochloride,331.0,11993.45,11335.87895
2024-10,UNIDENTIFIED,Flupentixol hydrochloride,2.0,11.7,11.34025
2024-10,UNIDENTIFIED,Flupentixol decanoate,1.0,195.18,185.44092
2024-10,UNIDENTIFIED,Amitriptyline hydrochloride,87.0,86.06,74.72103
2024-10,UNIDENTIFIED,Clomipramine hydrochloride,5.0,27.93,26.279
2024-10,UNIDENTIFIED,Imipramine hydrochloride,2.0,8.8,7.24889
2024-10,UNIDENTIFIED,Lofepramine hydrochloride,1.0,36.75,36.8624
2024-10,UNIDENTIFIED,Nortriptyline,1.0,0.52,0.58235
2024-10,UNIDENTIFIED,Trazodone hydrochloride,9.0,3.53,4.22589
2024-10,UNIDENTIFIED,Citalopram hydrobromide,48.0,42.97,38.35641
2024-10,UNIDENTIFIED,Fluoxetine hydrochloride,46.0,122.63,111.26047
2024-10,UNIDENTIFIED,Paroxetine hydrochloride,4.0,4.88,4.40954
2024-10,UNIDENTIFIED,Sertraline hydrochloride,108.0,314.37,283.95109
2024-10,UNIDENTIFIED,Escitalopram,6.0,11.89,11.03172
2024-10,UNIDENTIFIED,Vortioxetine,2.0,55.44,51.41174
2024-10,UNIDENTIFIED,Flupentixol hydrochloride,3.0,8.15,8.08001
2024-10,UNIDENTIFIED,Venlafaxine,27.0,200.2,186.04275
2024-10,UNIDENTIFIED,Mirtazapine,53.0,51.49,46.60523
2024-10,UNIDENTIFIED,Duloxetine hydrochloride,18.0,137.78,121.03658
2024-10,UNIDENTIFIED,Bupropion hydrochloride,1.0,19.49,18.62865
2024-11,EAST OF ENGLAND,Flupentixol hydrochloride,303.0,1304.56,1267.38
2024-11,EAST OF ENGLAND,Flupentixol decanoate,239.0,3657.41,3411.47661
2024-11,EAST OF ENGLAND,Amitriptyline hydrochloride,168646.0,193004.42,160720.68753
2024-11,EAST OF ENGLAND,Clomipramine hydrochloride,2818.0,35061.06,32446.35672
2024-11,EAST OF ENGLAND,Dosulepin hydrochloride,3038.0,39381.22,32089.52311
2024-11,EAST OF ENGLAND,Doxepin,143.0,20058.8,19863.13118
2024-11,EAST OF ENGLAND,Imipramine hydrochloride,917.0,3966.5,3400.59874
2024-11,EAST OF ENGLAND,Lofepramine hydrochloride,1048.0,25885.34,25738.42821
2024-11,EAST OF ENGLAND,Mianserin hydrochloride,12.0,665.51,654.4505
2024-11,EAST OF ENGLAND,Nortriptyline,10338.0,42876.43,42708.71221
2024-11,EAST OF ENGLAND,Trazodone hydrochloride,8052.0,32486.74,31132.87183
2024-11,EAST OF ENGLAND,Trimipramine maleate,118.0,31174.3,30774.66002
2024-11,EAST OF ENGLAND,Isocarboxazid,18.0,9237.56,9206.15898
2024-11,EAST OF ENGLAND,Moclobemide,79.0,1393.44,1323.17963
2024-11,EAST OF ENGLAND,Phenelzine sulfate,55.0,6639.6,6624.99779
2024-11,EAST OF ENGLAND,Tranylcypromine sulfate,20.0,25462.5,25193.00755
2024-11,EAST OF ENGLAND,Citalopram hydrobromide,160350.0,125423.47,104807.37354
2024-11,EAST OF ENGLAND,Fluoxetine hydrochloride,71758.0,146458.23,129246.22181
2024-11,EAST OF ENGLAND,Fluvoxamine maleate,222.0,4119.52,3905.34509
2024-11,EAST OF ENGLAND,Paroxetine hydrochloride,13551.0,31235.09,26947.59568
2024-11,EAST OF ENGLAND,Sertraline hydrochloride,235314.0,489077.49,413258.05064
2024-11,EAST OF ENGLAND,Escitalopram,19916.0,42905.39,40917.93372
2024-11,EAST OF ENGLAND,Citalopram hydrochloride,801.0,12093.12,9740.97124
2024-11,EAST OF ENGLAND,Vortioxetine,3919.0,95359.77,90230.9699
2024-11,EAST OF ENGLAND,Flupentixol hydrochloride,1441.0,4081.95,3977.99493
2024-11,EAST OF ENGLAND,Tryptophan,7.0,656.75,624.0899
2024-11,EAST OF ENGLAND,Reboxetine,195.0,3394.24,3209.51799
2024-11,EAST OF ENGLAND,Venlafaxine,71167.0,550195.34,512980.89607
2024-11,EAST OF ENGLAND,Mirtazapine,110441.0,127049.12,109340.19331
2024-11,EAST OF ENGLAND,Duloxetine hydrochloride,36417.0,132782.36,108982.72979
2024-11,EAST OF ENGLAND,Agomelatine,129.0,2314.76,1920.86643
2024-11,EAST OF ENGLAND,Bupropion hydrochloride,397.0,14760.1,13980.2373
2024-11,LONDON,Flupentixol hydrochloride,670.0,3138.55,3056.48558
2024-11,LONDON,Flupentixol decanoate,455.0,15138.45,14375.82399
2024-11,LONDON,Amitriptyline hydrochloride,125294.0,127936.8,109106.07196
2024-11,LONDON,Clomipramine hydrochloride,2069.0,28188.29,26751.60072
2024-11,LONDON,Dosulepin hydrochloride,2595.0,30166.0,24368.4304
2024-11,LONDON,Doxepin,160.0,23995.06,24002.044
2024-11,LONDON,Imipramine hydrochloride,811.0,2813.96,2395.79074
2024-11,LONDON,Lofepramine hydrochloride,1029.0,22568.21,22658.8696
2024-11,LONDON,Mianserin hydrochloride,24.0,1426.47,1408.10449
2024-11,LONDON,Nortriptyline,9856.0,34342.78,34843.71659
2024-11,LONDON,Trazodone hydrochloride,6160.0,21749.48,20610.75947
2024-11,LONDON,Trimipramine maleate,226.0,58065.5,58076.7024
2024-11,LONDON,Isocarboxazid,19.0,4058.81,4060.5456
2024-11,LONDON,Moclobemide,95.0,1329.59,1271.86946
2024-11,LONDON,Phenelzine sulfate,61.0,8460.36,8456.93606
2024-11,LONDON,Tranylcypromine sulfate,40.0,62807.5,62808.896
2024-11,LONDON,Citalopram hydrobromide,102272.0,83871.86,71685.54239
2024-11,LONDON,Fluoxetine hydrochloride,52272.0,109495.19,98539.39415
2024-11,LONDON,Fluvoxamine maleate,292.0,6465.58,6162.22952
2024-11,LONDON,Paroxetine hydrochloride,11672.0,25791.37,22138.7998
2024-11,LONDON,Sertraline hydrochloride,207823.0,444014.99,375667.42861
2024-11,LONDON,Escitalopram,20073.0,53173.3,51227.95788
2024-11,LONDON,Citalopram hydrochloride,352.0,5963.84,4791.98309
2024-11,LONDON,Vortioxetine,3692.0,101332.44,96447.34766
2024-11,LONDON,Flupentixol hydrochloride,906.0,2247.31,2222.24678
2024-11,LONDON,Oxitriptan,1.0,16.74,15.91516
2024-11,LONDON,Tryptophan,7.0,641.49,609.79312
2024-11,LONDON,Reboxetine,100.0,1847.53,1763.26705
2024-11,LONDON,Venlafaxine,47824.0,343284.82,319843.35925
2024-11,LONDON,Mirtazapine,125274.0,131681.01,115921.20856
2024-11,LONDON,Duloxetine hydrochloride,31925.0,96356.99,79465.80613
2024-11,LONDON,Agomelatine,410.0,8008.46,6508.23655
2024-11,LONDON,Bupropion hydrochloride,1043.0,41964.66,39958.75815
2024-11,MIDLANDS,Flupentixol hydrochloride,512.0,3299.01,3186.8892
2024-11,MIDLANDS,Flupentixol decanoate,420.0,10532.85,9988.64314
2024-11,MIDLANDS,Amitriptyline hydrochloride,273497.0,324026.72,268709.08606
2024-11,MIDLANDS,Clomipramine hydrochloride,3373.0,48557.21,45683.68906
2024-11,MIDLANDS,Dosulepin hydrochloride,4848.0,66820.65,54402.72292
2024-11,MIDLANDS,Doxepin,203.0,26532.42,26377.74143
2024-11,MIDLANDS,Imipramine hydrochloride,1746.0,9399.91,8304.42338
2024-11,MIDLANDS,Lofepramine hydrochloride,2085.0,58466.25,58174.6089
2024-11,MIDLANDS,Mianserin hydrochloride,10.0,1055.17,1032.00648
2024-11,MIDLANDS,Nortriptyline,14378.0,52628.9,52731.21941
2024-11,MIDLANDS,Trazodone hydrochloride,13339.0,43403.35,40652.27239
2024-11,MIDLANDS,Trimipramine maleate,147.0,36561.84,36025.4481
2024-11,MIDLANDS,Isocarboxazid,23.0,7336.6,7338.2852
2024-11,MIDLANDS,Moclobemide,112.0,2267.33,2152.71098
2024-11,MIDLANDS,Phenelzine sulfate,55.0,7316.73,7268.91304
2024-11,MIDLANDS,Tranylcypromine sulfate,49.0,54215.08,54109.04894
2024-11,MIDLANDS,Citalopram hydrobromide,215325.0,180441.66,149718.45011
2024-11,MIDLANDS,Fluoxetine hydrochloride,120434.0,230259.18,202245.95228
2024-11,MIDLANDS,Fluvoxamine maleate,306.0,5768.46,5488.88778
2024-11,MIDLANDS,Paroxetine hydrochloride,19731.0,49343.99,42763.93694
2024-11,MIDLANDS,Sertraline hydrochloride,405140.0,797928.77,675606.30984
2024-11,MIDLANDS,Escitalopram,28364.0,61617.82,58676.12148
2024-11,MIDLANDS,Citalopram hydrochloride,1142.0,17574.4,14137.01792
2024-11,MIDLANDS,Vortioxetine,5765.0,143650.98,136214.74557
2024-11,MIDLANDS,Flupentixol hydrochloride,2179.0,6668.15,6510.07965
2024-11,MIDLANDS,Oxitriptan,2.0,56.92,54.19798
2024-11,MIDLANDS,Tryptophan,13.0,1359.33,1263.67855
2024-11,MIDLANDS,Reboxetine,295.0,4952.91,4694.41144
2024-11,MIDLANDS,Venlafaxine,96247.0,808760.34,751373.43732
2024-11,MIDLANDS,Mirtazapine,194934.0,239772.15,204188.91261
2024-11,MIDLANDS,Duloxetine hydrochloride,72052.0,259416.16,211673.51077
2024-11,MIDLANDS,Agomelatine,299.0,6610.67,5387.45818
2024-11,MIDLANDS,Bupropion hydrochloride,422.0,14969.8,14185.49287
2024-11,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,809.0,3481.49,3394.94586
2024-11,NORTH EAST AND YORKSHIRE,Flupentixol decanoate,437.0,8063.21,7609.23511
2024-11,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,279650.0,303546.07,254878.95501
2024-11,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3322.0,39898.48,37617.07685
2024-11,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,3698.0,45184.06,36594.82085
2024-11,NORTH EAST AND YORKSHIRE,Doxepin,266.0,33501.95,33412.1843
2024-11,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1524.0,6575.12,5790.197
2024-11,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2531.0,55706.63,55686.9041
2024-11,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,13.0,768.89,743.34857
2024-11,NORTH EAST AND YORKSHIRE,Nortriptyline,14845.0,45604.83,46009.02502
2024-11,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,41528.0,87272.04,80821.03474
2024-11,NORTH EAST AND YORKSHIRE,Trimipramine maleate,213.0,35100.03,35068.34257
2024-11,NORTH EAST AND YORKSHIRE,Isocarboxazid,4.0,1870.13,1870.4796
2024-11,NORTH EAST AND YORKSHIRE,Moclobemide,110.0,1704.14,1625.41909
2024-11,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,69.0,7460.4,7456.02777
2024-11,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,32.0,34538.93,34540.6268
2024-11,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,188404.0,143428.77,121203.60655
2024-11,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,145156.0,227873.46,201708.7842
2024-11,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,272.0,5027.22,4792.02504
2024-11,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,18916.0,36047.57,31140.26047
2024-11,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,395614.0,665212.07,568531.33712
2024-11,NORTH EAST AND YORKSHIRE,Escitalopram,21404.0,42313.62,40649.3367
2024-11,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,826.0,12623.28,10158.65143
2024-11,NORTH EAST AND YORKSHIRE,Vortioxetine,5374.0,102691.71,97736.19017
2024-11,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2200.0,5678.6,5603.03149
2024-11,NORTH EAST AND YORKSHIRE,Oxitriptan,1.0,21.54,20.57509
2024-11,NORTH EAST AND YORKSHIRE,Tryptophan,16.0,985.12,937.1483
2024-11,NORTH EAST AND YORKSHIRE,Reboxetine,471.0,5756.73,5501.83489
2024-11,NORTH EAST AND YORKSHIRE,Venlafaxine,81560.0,535583.57,495146.3876
2024-11,NORTH EAST AND YORKSHIRE,Mirtazapine,222703.0,222034.52,193658.06622
2024-11,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,93725.0,281529.86,230913.08213
2024-11,NORTH EAST AND YORKSHIRE,Agomelatine,454.0,5018.63,4086.99104
2024-11,NORTH EAST AND YORKSHIRE,Bupropion hydrochloride,333.0,11218.15,10648.04723
2024-11,NORTH WEST,Flupentixol hydrochloride,390.0,2522.13,2438.83329
2024-11,NORTH WEST,Flupentixol decanoate,395.0,10367.72,9861.96739
2024-11,NORTH WEST,Amitriptyline hydrochloride,180472.0,208762.79,173249.02787
2024-11,NORTH WEST,Clomipramine hydrochloride,2946.0,41357.85,39007.39223
2024-11,NORTH WEST,Dosulepin hydrochloride,3541.0,47568.99,38280.52373
2024-11,NORTH WEST,Doxepin,156.0,22333.63,22260.18581
2024-11,NORTH WEST,Imipramine hydrochloride,799.0,3565.09,3129.29418
2024-11,NORTH WEST,Lofepramine hydrochloride,1021.0,28063.49,28089.87553
2024-11,NORTH WEST,Mianserin hydrochloride,9.0,676.85,671.20745
2024-11,NORTH WEST,Nortriptyline,13995.0,46064.24,46536.86794
2024-11,NORTH WEST,Trazodone hydrochloride,17344.0,60668.56,58023.87949
2024-11,NORTH WEST,Trimipramine maleate,84.0,16971.27,16964.21589
2024-11,NORTH WEST,Isocarboxazid,1.0,1150.84,1150.8524
2024-11,NORTH WEST,Moclobemide,85.0,1549.19,1479.76238
2024-11,NORTH WEST,Phenelzine sulfate,30.0,3532.8,3535.972
2024-11,NORTH WEST,Tranylcypromine sulfate,11.0,17529.29,17421.58774
2024-11,NORTH WEST,Citalopram hydrobromide,144931.0,117394.71,97364.33844
2024-11,NORTH WEST,Fluoxetine hydrochloride,91528.0,166668.11,148814.69644
2024-11,NORTH WEST,Fluvoxamine maleate,200.0,3555.75,3395.89168
2024-11,NORTH WEST,Paroxetine hydrochloride,16384.0,34952.75,30267.30433
2024-11,NORTH WEST,Sertraline hydrochloride,320085.0,557318.07,470669.08101
2024-11,NORTH WEST,Escitalopram,22278.0,47207.34,45435.65347
2024-11,NORTH WEST,Citalopram hydrochloride,672.0,9990.32,8004.98124
2024-11,NORTH WEST,Vortioxetine,5185.0,118651.5,112899.05079
2024-11,NORTH WEST,Flupentixol hydrochloride,1216.0,3959.71,3880.72191
2024-11,NORTH WEST,Tryptophan,6.0,427.65,406.83577
2024-11,NORTH WEST,Reboxetine,266.0,4141.4,3957.46463
2024-11,NORTH WEST,Venlafaxine,78986.0,595230.88,557010.43488
2024-11,NORTH WEST,Mirtazapine,190272.0,206960.68,176221.54846
2024-11,NORTH WEST,Duloxetine hydrochloride,61016.0,214160.48,174625.76587
2024-11,NORTH WEST,Agomelatine,155.0,2637.16,2131.20686
2024-11,NORTH WEST,Bupropion hydrochloride,500.0,16500.13,15706.68659
2024-11,SOUTH EAST,Flupentixol hydrochloride,216.0,1597.44,1538.19594
2024-11,SOUTH EAST,Flupentixol decanoate,392.0,7113.67,6655.69559
2024-11,SOUTH EAST,Amitriptyline hydrochloride,167166.0,225985.0,187528.00285
2024-11,SOUTH EAST,Clomipramine hydrochloride,2752.0,41597.36,39120.21891
2024-11,SOUTH EAST,Dosulepin hydrochloride,3828.0,56383.61,45624.0989
2024-11,SOUTH EAST,Doxepin,156.0,23676.52,23491.10686
2024-11,SOUTH EAST,Imipramine hydrochloride,1462.0,9610.18,8682.274
2024-11,SOUTH EAST,Lofepramine hydrochloride,986.0,28648.79,28579.93265
2024-11,SOUTH EAST,Mianserin hydrochloride,23.0,1361.35,1353.80373
2024-11,SOUTH EAST,Nortriptyline,11311.0,50337.22,50333.61671
2024-11,SOUTH EAST,Trazodone hydrochloride,14548.0,46196.62,43488.91919
2024-11,SOUTH EAST,Trimipramine maleate,215.0,67343.08,67088.21743
2024-11,SOUTH EAST,Isocarboxazid,9.0,4639.35,4640.0616
2024-11,SOUTH EAST,Moclobemide,123.0,2607.48,2477.40608
2024-11,SOUTH EAST,Phenelzine sulfate,82.0,12232.8,12201.6391
2024-11,SOUTH EAST,Tranylcypromine sulfate,71.0,106215.0,106109.14174
2024-11,SOUTH EAST,Citalopram hydrobromide,152940.0,143293.08,118882.05889
2024-11,SOUTH EAST,Fluoxetine hydrochloride,79008.0,171611.64,151465.80811
2024-11,SOUTH EAST,Fluvoxamine maleate,186.0,4146.21,3946.90414
2024-11,SOUTH EAST,Paroxetine hydrochloride,13387.0,35688.77,30565.42225
2024-11,SOUTH EAST,Sertraline hydrochloride,278983.0,632764.27,534934.82695
2024-11,SOUTH EAST,Escitalopram,33535.0,82002.18,78390.41126
2024-11,SOUTH EAST,Citalopram hydrochloride,967.0,15836.48,12749.32061
2024-11,SOUTH EAST,Vortioxetine,7047.0,187300.08,177790.0513
2024-11,SOUTH EAST,Flupentixol hydrochloride,1089.0,3516.64,3431.21527
2024-11,SOUTH EAST,Tryptophan,11.0,1160.78,1095.02896
2024-11,SOUTH EAST,Reboxetine,222.0,4203.7,3995.26941
2024-11,SOUTH EAST,Venlafaxine,71637.0,642858.73,601424.75507
2024-11,SOUTH EAST,Mirtazapine,138644.0,177936.66,152354.10678
2024-11,SOUTH EAST,Duloxetine hydrochloride,47447.0,195625.94,159856.65812
2024-11,SOUTH EAST,Agomelatine,747.0,14433.05,11742.32967
2024-11,SOUTH EAST,Bupropion hydrochloride,639.0,24061.36,22835.80002
2024-11,SOUTH WEST,Flupentixol hydrochloride,342.0,1792.02,1735.15091
2024-11,SOUTH WEST,Flupentixol decanoate,300.0,4690.93,4362.10016
2024-11,SOUTH WEST,Amitriptyline hydrochloride,147190.0,192038.66,159371.19578
2024-11,SOUTH WEST,Clomipramine hydrochloride,1906.0,26499.81,24828.44944
2024-11,SOUTH WEST,Dosulepin hydrochloride,2623.0,37311.95,30334.86472
2024-11,SOUTH WEST,Doxepin,155.0,23443.07,23203.13338
2024-11,SOUTH WEST,Imipramine hydrochloride,1078.0,5262.3,4447.27486
2024-11,SOUTH WEST,Lofepramine hydrochloride,1075.0,27566.59,27413.33367
2024-11,SOUTH WEST,Mianserin hydrochloride,8.0,434.5,414.2471
2024-11,SOUTH WEST,Nortriptyline,6807.0,24956.01,24966.25823
2024-11,SOUTH WEST,Trazodone hydrochloride,8952.0,24675.01,22697.52743
2024-11,SOUTH WEST,Trimipramine maleate,104.0,22191.88,21853.22047
2024-11,SOUTH WEST,Isocarboxazid,41.0,10547.68,10342.94901
2024-11,SOUTH WEST,Moclobemide,108.0,2053.11,1945.11492
2024-11,SOUTH WEST,Phenelzine sulfate,42.0,4761.6,4706.32371
2024-11,SOUTH WEST,Tranylcypromine sulfate,34.0,50128.21,49481.71204
2024-11,SOUTH WEST,Citalopram hydrobromide,120220.0,106995.15,89209.65519
2024-11,SOUTH WEST,Fluoxetine hydrochloride,57416.0,113900.92,99991.08894
2024-11,SOUTH WEST,Fluvoxamine maleate,135.0,2598.93,2473.64526
2024-11,SOUTH WEST,Paroxetine hydrochloride,10002.0,25775.14,22210.07661
2024-11,SOUTH WEST,Sertraline hydrochloride,192416.0,379685.25,320270.22848
2024-11,SOUTH WEST,Escitalopram,19253.0,44634.47,42655.32315
2024-11,SOUTH WEST,Citalopram hydrochloride,626.0,9461.46,7630.17405
2024-11,SOUTH WEST,Vortioxetine,1973.0,51328.53,48628.20717
2024-11,SOUTH WEST,Flupentixol hydrochloride,972.0,2933.49,2863.96217
2024-11,SOUTH WEST,Tryptophan,2.0,168.01,159.73189
2024-11,SOUTH WEST,Reboxetine,205.0,3535.24,3358.71187
2024-11,SOUTH WEST,Venlafaxine,56595.0,457995.08,422151.27201
2024-11,SOUTH WEST,Mirtazapine,111225.0,132974.94,113923.52347
2024-11,SOUTH WEST,Duloxetine hydrochloride,38184.0,136882.81,112110.7523
2024-11,SOUTH WEST,Agomelatine,189.0,3654.81,2972.34182
2024-11,SOUTH WEST,Bupropion hydrochloride,352.0,12660.25,11988.54993
2024-11,UNIDENTIFIED,Flupentixol hydrochloride,1.0,7.8,7.52229
2024-11,UNIDENTIFIED,Amitriptyline hydrochloride,68.0,59.22,50.94781
2024-11,UNIDENTIFIED,Clomipramine hydrochloride,1.0,28.17,28.17
2024-11,UNIDENTIFIED,Nortriptyline,3.0,6.4,6.6372
2024-11,UNIDENTIFIED,Trazodone hydrochloride,8.0,16.14,14.51551
2024-11,UNIDENTIFIED,Moclobemide,2.0,13.06,12.63161
2024-11,UNIDENTIFIED,Citalopram hydrobromide,34.0,27.62,25.91837
2024-11,UNIDENTIFIED,Fluoxetine hydrochloride,15.0,78.11,74.23702
2024-11,UNIDENTIFIED,Paroxetine hydrochloride,3.0,2.21,2.00517
2024-11,UNIDENTIFIED,Sertraline hydrochloride,76.0,412.3,381.10729
2024-11,UNIDENTIFIED,Escitalopram,8.0,19.02,18.35273
2024-11,UNIDENTIFIED,Vortioxetine,5.0,131.67,126.63301
2024-11,UNIDENTIFIED,Venlafaxine,20.0,150.37,143.15964
2024-11,UNIDENTIFIED,Mirtazapine,51.0,56.07,49.62896
2024-11,UNIDENTIFIED,Duloxetine hydrochloride,10.0,35.27,32.75939
2024-11,UNIDENTIFIED,Agomelatine,1.0,25.44,20.36403
2024-11,UNIDENTIFIED,Bupropion hydrochloride,1.0,4.87,4.73883
2024-12,EAST OF ENGLAND,Flupentixol hydrochloride,339.0,1604.46,1554.19834
2024-12,EAST OF ENGLAND,Flupentixol decanoate,255.0,2743.24,2558.09883
2024-12,EAST OF ENGLAND,Amitriptyline hydrochloride,173066.0,200011.76,166257.758
2024-12,EAST OF ENGLAND,Clomipramine hydrochloride,2712.0,33206.18,30906.65448
2024-12,EAST OF ENGLAND,Dosulepin hydrochloride,3156.0,41107.93,33559.70193
2024-12,EAST OF ENGLAND,Doxepin,148.0,21878.64,21760.48058
2024-12,EAST OF ENGLAND,Imipramine hydrochloride,966.0,3312.32,2759.37362
2024-12,EAST OF ENGLAND,Lofepramine hydrochloride,1029.0,24740.44,24596.14567
2024-12,EAST OF ENGLAND,Mianserin hydrochloride,20.0,1136.76,1099.49666
2024-12,EAST OF ENGLAND,Nortriptyline,10736.0,41555.75,41388.77277
2024-12,EAST OF ENGLAND,Trazodone hydrochloride,8304.0,30768.66,29394.02712
2024-12,EAST OF ENGLAND,Trimipramine maleate,123.0,33502.59,33013.4812
2024-12,EAST OF ENGLAND,Isocarboxazid,24.0,13409.35,13345.95274
2024-12,EAST OF ENGLAND,Moclobemide,76.0,1499.99,1421.55664
2024-12,EAST OF ENGLAND,Phenelzine sulfate,58.0,5839.2,5824.95085
