date,region,chemical_substance,items,net_cost ,actual_cost
2022-07,NORTH EAST AND YORKSHIRE,Trimipramine maleate,233.0,74219.65,69410.68986
2022-07,NORTH EAST AND YORKSHIRE,Isocarboxazid,5.0,1370.05,1281.40979
2022-07,NORTH EAST AND YORKSHIRE,Moclobemide,134.0,4502.36,4220.99868
2022-07,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,58.0,30369.55,28402.26751
2022-07,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,37.0,50656.32,47366.78047
2022-07,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,195550.0,666674.88,629276.12588
2022-07,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,139127.0,444634.26,425858.15599
2022-07,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,400.0,7312.59,6872.69243
2022-07,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,18682.0,41486.55,40107.7614
2022-07,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,346545.0,439089.94,422421.0119
2022-07,NORTH EAST AND YORKSHIRE,Escitalopram,18257.0,24223.68,23283.47077
2022-07,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,808.0,8004.49,7494.28118
2022-07,NORTH EAST AND YORKSHIRE,Vortioxetine,3626.0,64358.91,60431.73818
2022-07,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2254.0,5752.94,5597.05457
2022-07,NORTH EAST AND YORKSHIRE,Tryptophan,10.0,727.95,701.68437
2022-07,NORTH EAST AND YORKSHIRE,Reboxetine,504.0,6837.97,6444.25765
2022-07,NORTH EAST AND YORKSHIRE,Venlafaxine,70923.0,492643.53,465630.72378
2022-07,NORTH EAST AND YORKSHIRE,Mirtazapine,196112.0,192958.25,191073.35836
2022-07,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,66994.0,417506.22,393663.39293
2022-07,NORTH EAST AND YORKSHIRE,Agomelatine,367.0,5476.51,5149.55486
2022-07,NORTH EAST AND YORKSHIRE,Bupropion hydrochloride,601.0,21748.74,20370.52451
2022-07,NORTH WEST,Flupentixol hydrochloride,408.0,2424.18,2311.93324
2022-07,NORTH WEST,Flupentixol decanoate,476.0,11125.05,10443.04522
2022-07,NORTH WEST,Amitriptyline hydrochloride,169815.0,232188.14,221407.35292
2022-07,NORTH WEST,Clomipramine hydrochloride,2829.0,46870.19,43917.43117
2022-07,NORTH WEST,Dosulepin hydrochloride,4790.0,43637.39,40933.3276
2022-07,NORTH WEST,Doxepin,171.0,41189.5,38516.67553
2022-07,NORTH WEST,Imipramine hydrochloride,989.0,5543.99,5211.18974
2022-07,NORTH WEST,Lofepramine hydrochloride,1275.0,20225.79,19005.65413
2022-07,NORTH WEST,Mianserin hydrochloride,9.0,330.84,309.45933
2022-07,NORTH WEST,Nortriptyline,11799.0,52970.61,50756.28349
2022-07,NORTH WEST,Trazodone hydrochloride,15675.0,67377.75,64318.90739
2022-07,NORTH WEST,Trimipramine maleate,134.0,43135.8,40338.52928
2022-07,NORTH WEST,Isocarboxazid,1.0,996.4,931.68352
2022-07,NORTH WEST,Moclobemide,77.0,2680.02,2512.04853
2022-07,NORTH WEST,Phenelzine sulfate,34.0,21524.65,20129.27129
2022-07,NORTH WEST,Tranylcypromine sulfate,21.0,36931.1,34532.30243
2022-07,NORTH WEST,Citalopram hydrobromide,155997.0,552894.96,520381.33417
2022-07,NORTH WEST,Fluoxetine hydrochloride,87950.0,316585.85,302918.36643
2022-07,NORTH WEST,Fluvoxamine maleate,228.0,5019.02,4714.09793
2022-07,NORTH WEST,Paroxetine hydrochloride,16585.0,41206.92,39855.69415
2022-07,NORTH WEST,Sertraline hydrochloride,288782.0,384187.08,366979.12791
2022-07,NORTH WEST,Escitalopram,18509.0,26888.99,25637.79766
2022-07,NORTH WEST,Citalopram hydrochloride,744.0,7586.69,7103.01474
2022-07,NORTH WEST,Vortioxetine,3427.0,76582.44,71778.59383
2022-07,NORTH WEST,Flupentixol hydrochloride,1436.0,4377.29,4230.73593
2022-07,NORTH WEST,Tryptophan,6.0,1432.47,1339.88722
2022-07,NORTH WEST,Reboxetine,261.0,4182.07,3935.29056
2022-07,NORTH WEST,Venlafaxine,72513.0,512564.91,483606.97701
2022-07,NORTH WEST,Mirtazapine,169974.0,183040.89,178667.47382
2022-07,NORTH WEST,Duloxetine hydrochloride,47084.0,335610.97,315422.29538
2022-07,NORTH WEST,Agomelatine,159.0,3189.56,2990.8796
2022-07,NORTH WEST,Bupropion hydrochloride,771.0,25099.35,23514.4761
2022-07,SOUTH EAST,Flupentixol hydrochloride,246.0,1729.06,1643.67359
2022-07,SOUTH EAST,Flupentixol decanoate,456.0,7811.65,7322.67399
2022-07,SOUTH EAST,Amitriptyline hydrochloride,156001.0,248570.1,236230.46962
2022-07,SOUTH EAST,Clomipramine hydrochloride,2498.0,44231.74,41435.38851
2022-07,SOUTH EAST,Dosulepin hydrochloride,4789.0,44867.48,42083.33115
2022-07,SOUTH EAST,Doxepin,168.0,46763.29,43729.46528
2022-07,SOUTH EAST,Imipramine hydrochloride,1636.0,11748.6,11031.3138
2022-07,SOUTH EAST,Lofepramine hydrochloride,1226.0,20881.22,19605.25214
2022-07,SOUTH EAST,Mianserin hydrochloride,7.0,248.13,232.0976
2022-07,SOUTH EAST,Nortriptyline,9744.0,50415.16,48022.17574
2022-07,SOUTH EAST,Trazodone hydrochloride,13843.0,55400.18,52885.39798
2022-07,SOUTH EAST,Trimipramine maleate,319.0,132544.61,123945.68015
2022-07,SOUTH EAST,Isocarboxazid,11.0,5947.27,5561.54301
2022-07,SOUTH EAST,Moclobemide,106.0,4196.88,3931.30387
2022-07,SOUTH EAST,Phenelzine sulfate,83.0,80249.43,75042.09887
2022-07,SOUTH EAST,Tranylcypromine sulfate,123.0,142543.02,133288.83475
2022-07,SOUTH EAST,Citalopram hydrobromide,161724.0,659476.68,620182.65941
2022-07,SOUTH EAST,Fluoxetine hydrochloride,76897.0,330619.45,313675.82907
2022-07,SOUTH EAST,Fluvoxamine maleate,305.0,7684.36,7207.07131
2022-07,SOUTH EAST,Paroxetine hydrochloride,13642.0,40785.96,38995.24843
2022-07,SOUTH EAST,Sertraline hydrochloride,248055.0,420334.13,399085.6246
2022-07,SOUTH EAST,Escitalopram,28955.0,46056.61,43758.6607
2022-07,SOUTH EAST,Citalopram hydrochloride,1038.0,10840.47,10148.64456
2022-07,SOUTH EAST,Vortioxetine,5364.0,137153.61,128480.36011
2022-07,SOUTH EAST,Flupentixol hydrochloride,1123.0,3761.49,3612.93566
2022-07,SOUTH EAST,Oxitriptan,1.0,28.11,26.3963
2022-07,SOUTH EAST,Tryptophan,18.0,2549.01,2403.93012
2022-07,SOUTH EAST,Reboxetine,248.0,4947.56,4645.69246
2022-07,SOUTH EAST,Venlafaxine,63220.0,565418.96,531892.30054
2022-07,SOUTH EAST,Mirtazapine,122871.0,153208.63,148245.18267
2022-07,SOUTH EAST,Duloxetine hydrochloride,37378.0,302504.55,284129.3507
2022-07,SOUTH EAST,Agomelatine,635.0,14787.96,13853.43424
2022-07,SOUTH EAST,Bupropion hydrochloride,900.0,32065.45,30035.16684
2022-07,SOUTH WEST,Flupentixol hydrochloride,328.0,1958.98,1865.53855
2022-07,SOUTH WEST,Flupentixol decanoate,369.0,5492.08,5144.4635
2022-07,SOUTH WEST,Amitriptyline hydrochloride,141144.0,209442.06,199350.77576
2022-07,SOUTH WEST,Clomipramine hydrochloride,1817.0,30960.16,29014.6719
2022-07,SOUTH WEST,Dosulepin hydrochloride,3370.0,30493.41,28610.08735
2022-07,SOUTH WEST,Doxepin,219.0,43190.75,40393.19087
2022-07,SOUTH WEST,Imipramine hydrochloride,1123.0,6212.42,5845.25636
2022-07,SOUTH WEST,Lofepramine hydrochloride,1214.0,19569.13,18377.85184
2022-07,SOUTH WEST,Mianserin hydrochloride,8.0,774.83,724.79412
2022-07,SOUTH WEST,Nortriptyline,5797.0,20850.84,20030.0462
2022-07,SOUTH WEST,Trazodone hydrochloride,8824.0,32521.94,31077.02821
2022-07,SOUTH WEST,Trimipramine maleate,132.0,46639.5,43614.68376
2022-07,SOUTH WEST,Isocarboxazid,24.0,7597.57,7105.47139
2022-07,SOUTH WEST,Moclobemide,71.0,2044.57,1916.25511
2022-07,SOUTH WEST,Phenelzine sulfate,51.0,37150.73,34761.16228
2022-07,SOUTH WEST,Tranylcypromine sulfate,42.0,69722.03,65193.67926
2022-07,SOUTH WEST,Citalopram hydrobromide,126052.0,497875.72,468329.01198
2022-07,SOUTH WEST,Fluoxetine hydrochloride,56524.0,213651.39,202931.74218
2022-07,SOUTH WEST,Fluvoxamine maleate,184.0,4155.23,3899.14005
2022-07,SOUTH WEST,Paroxetine hydrochloride,10267.0,29420.29,28116.68899
2022-07,SOUTH WEST,Sertraline hydrochloride,174343.0,261140.25,248608.14514
2022-07,SOUTH WEST,Escitalopram,14950.0,22634.92,21540.04302
2022-07,SOUTH WEST,Citalopram hydrochloride,552.0,5580.3,5224.23715
2022-07,SOUTH WEST,Vortioxetine,1424.0,35829.09,33567.55431
2022-07,SOUTH WEST,Flupentixol hydrochloride,970.0,2965.33,2855.21572
2022-07,SOUTH WEST,Reboxetine,244.0,4393.45,4128.73031
2022-07,SOUTH WEST,Venlafaxine,51657.0,402279.27,378627.07937
2022-07,SOUTH WEST,Mirtazapine,101400.0,117196.35,113954.19227
2022-07,SOUTH WEST,Duloxetine hydrochloride,29131.0,213153.07,200367.46807
2022-07,SOUTH WEST,Agomelatine,208.0,4641.6,4349.87398
2022-07,SOUTH WEST,Bupropion hydrochloride,546.0,21131.45,19783.80675
2022-07,UNIDENTIFIED,Flupentixol hydrochloride,2.0,19.49,18.44868
2022-07,UNIDENTIFIED,Amitriptyline hydrochloride,116.0,142.04,135.2387
2022-07,UNIDENTIFIED,Clomipramine hydrochloride,2.0,31.98,30.02729
2022-07,UNIDENTIFIED,Dosulepin hydrochloride,1.0,2.06,1.93858
2022-07,UNIDENTIFIED,Mianserin hydrochloride,1.0,74.72,69.87838
2022-07,UNIDENTIFIED,Nortriptyline,7.0,13.01,12.75163
2022-07,UNIDENTIFIED,Trazodone hydrochloride,9.0,31.47,29.53722
2022-07,UNIDENTIFIED,Trimipramine maleate,3.0,358.37,335.4265
2022-07,UNIDENTIFIED,Citalopram hydrobromide,125.0,457.83,431.53811
2022-07,UNIDENTIFIED,Fluoxetine hydrochloride,67.0,453.67,430.00436
2022-07,UNIDENTIFIED,Fluvoxamine maleate,1.0,31.92,29.95879
2022-07,UNIDENTIFIED,Paroxetine hydrochloride,6.0,23.03,22.00831
2022-07,UNIDENTIFIED,Sertraline hydrochloride,220.0,465.78,442.31243
2022-07,UNIDENTIFIED,Escitalopram,25.0,26.15,25.54883
2022-07,UNIDENTIFIED,Citalopram hydrochloride,2.0,15.98,14.9667
2022-07,UNIDENTIFIED,Vortioxetine,18.0,277.2,260.51553
2022-07,UNIDENTIFIED,Flupentixol hydrochloride,1.0,2.27,2.23493
2022-07,UNIDENTIFIED,Tryptophan,2.0,82.66,77.51498
2022-07,UNIDENTIFIED,Venlafaxine,83.0,1402.22,1317.25713
2022-07,UNIDENTIFIED,Mirtazapine,187.0,427.66,408.69683
2022-07,UNIDENTIFIED,Duloxetine hydrochloride,81.0,670.07,628.84482
2022-07,UNIDENTIFIED,Agomelatine,2.0,49.32,46.14084
2022-07,UNIDENTIFIED,Bupropion hydrochloride,2.0,51.5,48.27922
2022-08,EAST OF ENGLAND,Flupentixol hydrochloride,238.0,1561.15,1483.60021
2022-08,EAST OF ENGLAND,Flupentixol decanoate,288.0,3984.05,3731.78843
2022-08,EAST OF ENGLAND,Amitriptyline hydrochloride,165154.0,224798.73,213686.56272
2022-08,EAST OF ENGLAND,Clomipramine hydrochloride,2915.0,40288.76,37753.48931
2022-08,EAST OF ENGLAND,Dosulepin hydrochloride,4223.0,45742.01,42856.12316
2022-08,EAST OF ENGLAND,Doxepin,177.0,37175.28,34746.04619
2022-08,EAST OF ENGLAND,Imipramine hydrochloride,1140.0,6398.54,6006.44421
2022-08,EAST OF ENGLAND,Lofepramine hydrochloride,1190.0,16464.93,15467.61935
