date,country,city,group,substance,items
2021-01,England,Middlesbrough,antidepressant,Flupentixol decanoate,1.0
2021-01,England,Middlesbrough,antidepressant,Flupentixol hydrochloride,54.0
2021-01,England,Middlesbrough,antidepressant,Fluvoxamine maleate,12.0
2021-01,England,Middlesbrough,antidepressant,Imipramine hydrochloride,40.0
2021-01,England,Middlesbrough,antidepressant,Isocarboxazid,2.0
2021-01,England,Middlesbrough,antidepressant,Lofepramine hydrochloride,118.0
2021-01,England,Middlesbrough,anxiolytic,Loprazolam mesilate,8.0
2021-01,England,Middlesbrough,anxiolytic,Lorazepam,317.0
2021-01,England,Middlesbrough,anxiolytic,Lormetazepam,9.0
2021-01,England,Middlesbrough,anxiolytic,Melatonin,426.0
2021-01,England,Middlesbrough,anxiolytic,Midazolam hydrochloride,26.0
2021-01,England,Middlesbrough,anxiolytic,Midazolam maleate,5.0
2021-01,England,Middlesbrough,antidepressant,Mirtazapine,6282.0
2021-01,England,Middlesbrough,antidepressant,Moclobemide,1.0
2021-01,England,Middlesbrough,anxiolytic,Nitrazepam,165.0
2021-01,England,Middlesbrough,antidepressant,Nortriptyline,208.0
2021-01,England,Middlesbrough,anxiolytic,Oxazepam,24.0
2021-01,England,Middlesbrough,antidepressant,Paroxetine hydrochloride,691.0
2021-01,England,Middlesbrough,anxiolytic,Phenobarbital,58.0
2021-01,England,Middlesbrough,anxiolytic,Pregabalin,5305.0
2021-01,England,Middlesbrough,anxiolytic,Promethazine teoclate,4.0
2021-01,England,Middlesbrough,antidepressant,Reboxetine,37.0
2021-01,England,Middlesbrough,antidepressant,Sertraline hydrochloride,9485.0
2021-01,England,Middlesbrough,anxiolytic,Temazepam,483.0
2021-01,England,Middlesbrough,antidepressant,Tranylcypromine sulfate,3.0
2021-01,England,Middlesbrough,antidepressant,Trazodone hydrochloride,1052.0
2021-01,England,Middlesbrough,antidepressant,Trimipramine maleate,6.0
2021-01,England,Middlesbrough,antidepressant,Venlafaxine,2114.0
2021-01,England,Middlesbrough,antidepressant,Vortioxetine,64.0
2021-01,England,Middlesbrough,anxiolytic,Zolpidem tartrate,166.0
2021-01,England,Middlesbrough,anxiolytic,Zopiclone,1701.0
2021-01,England,Newcastle upon Tyne,antidepressant,Agomelatine,60.0
2021-01,England,Newcastle upon Tyne,antidepressant,Amitriptyline hydrochloride,11515.0
2021-01,England,Newcastle upon Tyne,antidepressant,Bupropion hydrochloride,27.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Buspirone hydrochloride,114.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Chloral hydrate,8.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Chlordiazepoxide hydrochloride,10.0
2021-01,England,Newcastle upon Tyne,antidepressant,Citalopram hydrobromide,10982.0
2021-01,England,Newcastle upon Tyne,antidepressant,Citalopram hydrochloride,42.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Clobazam,291.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Clomethiazole,22.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Clomethiazole edisilate,6.0
2021-01,England,Newcastle upon Tyne,antidepressant,Clomipramine hydrochloride,206.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Clonazepam,743.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Diazepam,3303.0
2021-01,England,Newcastle upon Tyne,antidepressant,Dosulepin hydrochloride,361.0
2021-01,England,Newcastle upon Tyne,antidepressant,Doxepin,9.0
2021-01,England,Newcastle upon Tyne,antidepressant,Duloxetine hydrochloride,4631.0
2021-01,England,Newcastle upon Tyne,antidepressant,Escitalopram,805.0
2021-01,England,Newcastle upon Tyne,antidepressant,Fluoxetine hydrochloride,7709.0
2021-01,England,Newcastle upon Tyne,antidepressant,Flupentixol decanoate,22.0
2021-01,England,Newcastle upon Tyne,antidepressant,Flupentixol hydrochloride,97.0
2021-01,England,Newcastle upon Tyne,antidepressant,Fluvoxamine maleate,7.0
2021-01,England,Newcastle upon Tyne,antidepressant,Imipramine hydrochloride,80.0
2021-01,England,Newcastle upon Tyne,antidepressant,Lofepramine hydrochloride,282.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Loprazolam mesilate,4.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Lorazepam,486.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Lormetazepam,1.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Melatonin,1657.0
2021-01,England,Newcastle upon Tyne,antidepressant,Mianserin hydrochloride,1.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Midazolam hydrochloride,29.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Midazolam maleate,24.0
2021-01,England,Newcastle upon Tyne,antidepressant,Mirtazapine,13327.0
2021-01,England,Newcastle upon Tyne,antidepressant,Moclobemide,7.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Nitrazepam,148.0
2021-01,England,Newcastle upon Tyne,antidepressant,Nortriptyline,512.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Oxazepam,18.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Paraldehyde,1.0
2021-01,England,Newcastle upon Tyne,antidepressant,Paroxetine hydrochloride,863.0
2021-01,England,Newcastle upon Tyne,antidepressant,Phenelzine sulfate,5.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Phenobarbital,129.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Pregabalin,7629.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Promethazine teoclate,17.0
2021-01,England,Newcastle upon Tyne,antidepressant,Reboxetine,44.0
2021-01,England,Newcastle upon Tyne,antidepressant,Sertraline hydrochloride,16647.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Sodium oxybate,1.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Temazepam,1051.0
2021-01,England,Newcastle upon Tyne,antidepressant,Tranylcypromine sulfate,4.0
2021-01,England,Newcastle upon Tyne,antidepressant,Trazodone hydrochloride,3256.0
2021-01,England,Newcastle upon Tyne,antidepressant,Trimipramine maleate,9.0
2021-01,England,Newcastle upon Tyne,antidepressant,Tryptophan,10.0
2021-01,England,Newcastle upon Tyne,antidepressant,Venlafaxine,4760.0
2021-01,England,Newcastle upon Tyne,antidepressant,Vortioxetine,384.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Zolpidem tartrate,152.0
2021-01,England,Newcastle upon Tyne,anxiolytic,Zopiclone,2703.0
2021-01,England,Nottingham,antidepressant,Agomelatine,13.0
2021-01,England,Nottingham,antidepressant,Amitriptyline hydrochloride,18367.0
2021-01,England,Nottingham,antidepressant,Bupropion hydrochloride,13.0
2021-01,England,Nottingham,anxiolytic,Buspirone hydrochloride,43.0
2021-01,England,Nottingham,anxiolytic,Chloral hydrate,45.0
2021-01,England,Nottingham,anxiolytic,Chlordiazepoxide hydrochloride,45.0
2021-01,England,Nottingham,antidepressant,Citalopram hydrobromide,16159.0
2021-01,England,Nottingham,antidepressant,Citalopram hydrochloride,61.0
2021-01,England,Nottingham,anxiolytic,Clobazam,413.0
2021-01,England,Nottingham,anxiolytic,Clomethiazole,10.0
2021-01,England,Nottingham,antidepressant,Clomipramine hydrochloride,315.0
2021-01,England,Nottingham,anxiolytic,Clonazepam,1013.0
2021-01,England,Nottingham,anxiolytic,Diazepam,4177.0
2021-01,England,Nottingham,antidepressant,Dosulepin hydrochloride,530.0
2021-01,England,Nottingham,antidepressant,Doxepin,17.0
2021-01,England,Nottingham,antidepressant,Duloxetine hydrochloride,3021.0
2021-01,England,Nottingham,antidepressant,Escitalopram,838.0
2021-01,England,Nottingham,antidepressant,Fluoxetine hydrochloride,7329.0
2021-01,England,Nottingham,antidepressant,Flupentixol decanoate,2.0
2021-01,England,Nottingham,antidepressant,Flupentixol hydrochloride,157.0
2021-01,England,Nottingham,antidepressant,Fluvoxamine maleate,8.0
2021-01,England,Nottingham,antidepressant,Imipramine hydrochloride,306.0
2021-01,England,Nottingham,antidepressant,Isocarboxazid,5.0
2021-01,England,Nottingham,antidepressant,Lofepramine hydrochloride,276.0
2021-01,England,Nottingham,anxiolytic,Loprazolam mesilate,7.0
2021-01,England,Nottingham,anxiolytic,Lorazepam,794.0
2021-01,England,Nottingham,anxiolytic,Lormetazepam,2.0
2021-01,England,Nottingham,anxiolytic,Melatonin,422.0
2021-01,England,Nottingham,anxiolytic,Midazolam hydrochloride,99.0
2021-01,England,Nottingham,anxiolytic,Midazolam maleate,23.0
2021-01,England,Nottingham,antidepressant,Mirtazapine,9353.0
2021-01,England,Nottingham,antidepressant,Moclobemide,10.0
2021-01,England,Nottingham,anxiolytic,Nitrazepam,302.0
2021-01,England,Nottingham,antidepressant,Nortriptyline,1087.0
2021-01,England,Nottingham,anxiolytic,Oxazepam,19.0
2021-01,England,Nottingham,antidepressant,Oxitriptan,4.0
2021-01,England,Nottingham,antidepressant,Paroxetine hydrochloride,980.0
2021-01,England,Nottingham,antidepressant,Phenelzine sulfate,3.0
2021-01,England,Nottingham,anxiolytic,Phenobarbital,189.0
2021-01,England,Nottingham,anxiolytic,Pregabalin,7921.0
2021-01,England,Nottingham,anxiolytic,Promethazine teoclate,28.0
2021-01,England,Nottingham,antidepressant,Reboxetine,16.0
2021-01,England,Nottingham,antidepressant,Sertraline hydrochloride,20707.0
2021-01,England,Nottingham,anxiolytic,Temazepam,537.0
2021-01,England,Nottingham,antidepressant,Tranylcypromine sulfate,5.0
2021-01,England,Nottingham,antidepressant,Trazodone hydrochloride,1910.0
2021-01,England,Nottingham,antidepressant,Trimipramine maleate,10.0
2021-01,England,Nottingham,antidepressant,Tryptophan,1.0
2021-01,England,Nottingham,antidepressant,Venlafaxine,4735.0
2021-01,England,Nottingham,antidepressant,Vortioxetine,104.0
2021-01,England,Nottingham,anxiolytic,Zolpidem tartrate,548.0
2021-01,England,Nottingham,anxiolytic,Zopiclone,5166.0
2021-01,England,Peterborough,antidepressant,Agomelatine,7.0
2021-01,England,Peterborough,antidepressant,Amitriptyline hydrochloride,7670.0
2021-01,England,Peterborough,antidepressant,Bupropion hydrochloride,4.0
2021-01,England,Peterborough,anxiolytic,Buspirone hydrochloride,97.0
2021-01,England,Peterborough,anxiolytic,Chloral hydrate,5.0
2021-01,England,Peterborough,anxiolytic,Chlordiazepoxide hydrochloride,31.0
2021-01,England,Peterborough,antidepressant,Citalopram hydrobromide,7815.0
2021-01,England,Peterborough,antidepressant,Citalopram hydrochloride,42.0
2021-01,England,Peterborough,anxiolytic,Clobazam,108.0
2021-01,England,Peterborough,anxiolytic,Clomethiazole,1.0
2021-01,England,Peterborough,antidepressant,Clomipramine hydrochloride,71.0
2021-01,England,Peterborough,anxiolytic,Clonazepam,443.0
2021-01,England,Peterborough,anxiolytic,Diazepam,1823.0
2021-01,England,Peterborough,antidepressant,Dosulepin hydrochloride,194.0
2021-01,England,Peterborough,antidepressant,Doxepin,3.0
2021-01,England,Peterborough,antidepressant,Duloxetine hydrochloride,637.0
2021-01,England,Peterborough,antidepressant,Escitalopram,527.0
2021-01,England,Peterborough,antidepressant,Fluoxetine hydrochloride,2731.0
2021-01,England,Peterborough,antidepressant,Flupentixol decanoate,61.0
2021-01,England,Peterborough,antidepressant,Flupentixol hydrochloride,66.0
2021-01,England,Peterborough,antidepressant,Fluvoxamine maleate,8.0
2021-01,England,Peterborough,antidepressant,Imipramine hydrochloride,114.0
2021-01,England,Peterborough,antidepressant,Lofepramine hydrochloride,28.0
2021-01,England,Peterborough,anxiolytic,Loprazolam mesilate,27.0
2021-01,England,Peterborough,anxiolytic,Lorazepam,609.0
2021-01,England,Peterborough,anxiolytic,Lormetazepam,15.0
2021-01,England,Peterborough,anxiolytic,Melatonin,526.0
2021-01,England,Peterborough,anxiolytic,Midazolam hydrochloride,29.0
2021-01,England,Peterborough,anxiolytic,Midazolam maleate,6.0
2021-01,England,Peterborough,antidepressant,Mirtazapine,3738.0
2021-01,England,Peterborough,antidepressant,Moclobemide,3.0
2021-01,England,Peterborough,anxiolytic,Nitrazepam,112.0
2021-01,England,Peterborough,antidepressant,Nortriptyline,346.0
2021-01,England,Peterborough,anxiolytic,Oxazepam,30.0
2021-01,England,Peterborough,antidepressant,Paroxetine hydrochloride,559.0
2021-01,England,Peterborough,antidepressant,Phenelzine sulfate,2.0
2021-01,England,Peterborough,anxiolytic,Phenobarbital,81.0
2021-01,England,Peterborough,anxiolytic,Phenobarbital sodium,1.0
2021-01,England,Peterborough,anxiolytic,Pregabalin,3124.0
2021-01,England,Peterborough,anxiolytic,Promethazine teoclate,16.0
2021-01,England,Peterborough,antidepressant,Reboxetine,6.0
2021-01,England,Peterborough,antidepressant,Sertraline hydrochloride,8614.0
2021-01,England,Peterborough,anxiolytic,Sodium oxybate,5.0
2021-01,England,Peterborough,anxiolytic,Temazepam,326.0
2021-01,England,Peterborough,antidepressant,Tranylcypromine sulfate,1.0
2021-01,England,Peterborough,antidepressant,Trazodone hydrochloride,147.0
2021-01,England,Peterborough,antidepressant,Trimipramine maleate,12.0
2021-01,England,Peterborough,antidepressant,Tryptophan,2.0
2021-01,England,Peterborough,antidepressant,Venlafaxine,2280.0
2021-01,England,Peterborough,antidepressant,Vortioxetine,38.0
2021-01,England,Peterborough,anxiolytic,Zolpidem tartrate,292.0
2021-01,England,Peterborough,anxiolytic,Zopiclone,2274.0
2021-01,England,Plymouth,antidepressant,Agomelatine,11.0
2021-01,England,Plymouth,antidepressant,Amitriptyline hydrochloride,8241.0
2021-01,England,Plymouth,antidepressant,Bupropion hydrochloride,4.0
2021-01,England,Plymouth,anxiolytic,Buspirone hydrochloride,79.0
2021-01,England,Plymouth,anxiolytic,Chloral hydrate,8.0
2021-01,England,Plymouth,anxiolytic,Chlordiazepoxide hydrochloride,12.0
2021-01,England,Plymouth,antidepressant,Citalopram hydrobromide,6626.0
2021-01,England,Plymouth,antidepressant,Citalopram hydrochloride,22.0
2021-01,England,Plymouth,anxiolytic,Clobazam,119.0
2021-01,England,Plymouth,anxiolytic,Clomethiazole,2.0
2021-01,England,Plymouth,antidepressant,Clomipramine hydrochloride,76.0
2021-01,England,Plymouth,anxiolytic,Clonazepam,322.0
2021-01,England,Plymouth,anxiolytic,Cloral betaine,1.0
2021-01,England,Plymouth,anxiolytic,Diazepam,2553.0
2021-01,England,Plymouth,antidepressant,Dosulepin hydrochloride,203.0
2021-01,England,Plymouth,antidepressant,Doxepin,9.0
2021-01,England,Plymouth,antidepressant,Duloxetine hydrochloride,1917.0
2021-01,England,Plymouth,antidepressant,Escitalopram,360.0
2021-01,England,Plymouth,antidepressant,Fluoxetine hydrochloride,3473.0
2021-01,England,Plymouth,antidepressant,Flupentixol decanoate,2.0
2021-01,England,Plymouth,antidepressant,Flupentixol hydrochloride,48.0
2021-01,England,Plymouth,antidepressant,Fluvoxamine maleate,12.0
2021-01,England,Plymouth,antidepressant,Imipramine hydrochloride,133.0
2021-01,England,Plymouth,antidepressant,Isocarboxazid,1.0
2021-01,England,Plymouth,antidepressant,Lofepramine hydrochloride,73.0
2021-01,England,Plymouth,anxiolytic,Lorazepam,512.0
2021-01,England,Plymouth,anxiolytic,Lormetazepam,15.0
2021-01,England,Plymouth,anxiolytic,Melatonin,1362.0
2021-01,England,Plymouth,anxiolytic,Midazolam hydrochloride,25.0
2021-01,England,Plymouth,anxiolytic,Midazolam maleate,11.0
2021-01,England,Plymouth,antidepressant,Mirtazapine,7185.0
2021-01,England,Plymouth,anxiolytic,Nitrazepam,120.0
2021-01,England,Plymouth,antidepressant,Nortriptyline,309.0
2021-01,England,Plymouth,anxiolytic,Oxazepam,12.0
2021-01,England,Plymouth,antidepressant,Paroxetine hydrochloride,417.0
2021-01,England,Plymouth,antidepressant,Phenelzine sulfate,2.0
2021-01,England,Plymouth,anxiolytic,Phenobarbital,46.0
2021-01,England,Plymouth,anxiolytic,Pregabalin,4785.0
2021-01,England,Plymouth,anxiolytic,Promethazine teoclate,24.0
2021-01,England,Plymouth,antidepressant,Reboxetine,10.0
2021-01,England,Plymouth,antidepressant,Sertraline hydrochloride,9557.0
2021-01,England,Plymouth,anxiolytic,Sodium oxybate,3.0
2021-01,England,Plymouth,anxiolytic,Temazepam,275.0
2021-01,England,Plymouth,antidepressant,Tranylcypromine sulfate,5.0
2021-01,England,Plymouth,antidepressant,Trazodone hydrochloride,758.0
2021-01,England,Plymouth,antidepressant,Trimipramine maleate,22.0
2021-01,England,Plymouth,antidepressant,Venlafaxine,3396.0
2021-01,England,Plymouth,antidepressant,Vortioxetine,42.0
2021-01,England,Plymouth,anxiolytic,Zolpidem tartrate,305.0
2021-01,England,Plymouth,anxiolytic,Zopiclone,3181.0
2021-01,England,Sunderland,antidepressant,Agomelatine,55.0
2021-01,England,Sunderland,antidepressant,Amitriptyline hydrochloride,7295.0
2021-01,England,Sunderland,antidepressant,Bupropion hydrochloride,11.0
2021-01,England,Sunderland,anxiolytic,Buspirone hydrochloride,50.0
2021-01,England,Sunderland,anxiolytic,Chloral hydrate,5.0
2021-01,England,Sunderland,anxiolytic,Chlordiazepoxide hydrochloride,10.0
2021-01,England,Sunderland,antidepressant,Citalopram hydrobromide,6667.0
2021-01,England,Sunderland,antidepressant,Citalopram hydrochloride,17.0
2021-01,England,Sunderland,anxiolytic,Clobazam,154.0
2021-01,England,Sunderland,anxiolytic,Clomethiazole,13.0
2021-01,England,Sunderland,antidepressant,Clomipramine hydrochloride,55.0
2021-01,England,Sunderland,anxiolytic,Clonazepam,483.0
2021-01,England,Sunderland,anxiolytic,Cloral betaine,2.0
2021-01,England,Sunderland,anxiolytic,Diazepam,1360.0
2021-01,England,Sunderland,antidepressant,Dosulepin hydrochloride,256.0
2021-01,England,Sunderland,antidepressant,Doxepin,6.0
2021-01,England,Sunderland,antidepressant,Duloxetine hydrochloride,2121.0
2021-01,England,Sunderland,antidepressant,Escitalopram,503.0
2021-01,England,Sunderland,antidepressant,Fluoxetine hydrochloride,4928.0
2021-01,England,Sunderland,antidepressant,Flupentixol decanoate,5.0
2021-01,England,Sunderland,antidepressant,Flupentixol hydrochloride,59.0
2021-01,England,Sunderland,antidepressant,Fluvoxamine maleate,3.0
2021-01,England,Sunderland,antidepressant,Imipramine hydrochloride,26.0
2021-01,England,Sunderland,antidepressant,Lofepramine hydrochloride,112.0
2021-01,England,Sunderland,anxiolytic,Loprazolam mesilate,8.0
2021-01,England,Sunderland,anxiolytic,Lorazepam,304.0
2021-01,England,Sunderland,anxiolytic,Lormetazepam,1.0
2021-01,England,Sunderland,anxiolytic,Melatonin,691.0
2021-01,England,Sunderland,anxiolytic,Midazolam hydrochloride,7.0
2021-01,England,Sunderland,anxiolytic,Midazolam maleate,4.0
2021-01,England,Sunderland,antidepressant,Mirtazapine,8137.0
2021-01,England,Sunderland,antidepressant,Moclobemide,7.0
2021-01,England,Sunderland,anxiolytic,Nitrazepam,148.0
2021-01,England,Sunderland,antidepressant,Nortriptyline,460.0
2021-01,England,Sunderland,anxiolytic,Oxazepam,6.0
2021-01,England,Sunderland,antidepressant,Paroxetine hydrochloride,747.0
2021-01,England,Sunderland,anxiolytic,Phenobarbital,69.0
2021-01,England,Sunderland,anxiolytic,Pregabalin,3646.0
2021-01,England,Sunderland,anxiolytic,Promethazine teoclate,7.0
2021-01,England,Sunderland,antidepressant,Reboxetine,23.0
2021-01,England,Sunderland,antidepressant,Sertraline hydrochloride,9865.0
2021-01,England,Sunderland,anxiolytic,Temazepam,339.0
