date,country,group,chemical_substance,items_1000,items,actual_cost
2025-04,England,Antidepressants,Tryptophan,0.007,7.0,775.53398
2025-04,England,Antidepressants,Venlafaxine,71.437,71437.0,606919.79227
2025-04,England,Antidepressants,Vortioxetine,7.281,7281.0,180831.51323
2025-04,England,Anxiolytics,Zolpidem tartrate,8.902,8902.0,8139.71955
2025-04,England,Anxiolytics,Zopiclone,51.745,51745.0,35941.18833
2025-04,England,Antidepressants,Agomelatine,0.174,174.0,3340.90363
2025-04,England,Antidepressants,Amitriptyline hydrochloride,145.316,145316.0,157473.29516
2025-04,England,Antidepressants,Bupropion hydrochloride,0.21,210.0,7511.6881
2025-04,England,Anxiolytics,Buspirone hydrochloride,0.492,492.0,5456.30351
2025-04,England,Anxiolytics,Chloral hydrate,0.057,57.0,26333.99595
2025-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.167,167.0,391.38262
2025-04,England,Antidepressants,Citalopram hydrobromide,116.504,116504.0,94304.33062
2025-04,England,Antidepressants,Citalopram hydrochloride,0.603,603.0,6199.65298
2025-04,England,Anxiolytics,Clobazam,2.804,2804.0,49599.9447
2025-04,England,Anxiolytics,Clomethiazole,0.014,14.0,439.51134
2025-04,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,31.5124
2025-04,England,Antidepressants,Clomipramine hydrochloride,1.877,1877.0,19121.1359
2025-04,England,Anxiolytics,Clonazepam,7.147,7147.0,50562.89477
2025-04,England,Anxiolytics,Daridorexant,0.825,825.0,33485.14933
2025-04,England,Anxiolytics,Diazepam,43.804,43804.0,38156.64708
2025-04,England,Antidepressants,Dosulepin hydrochloride,2.418,2418.0,27433.26131
2025-04,England,Antidepressants,Doxepin,0.135,135.0,8312.7162
2025-04,England,Antidepressants,Duloxetine hydrochloride,39.563,39563.0,150398.94082
2025-04,England,Antidepressants,Escitalopram,19.247,19247.0,31844.6284
2025-04,England,Antidepressants,Fluoxetine hydrochloride,55.652,55652.0,89041.42542
2025-04,England,Antidepressants,Flupentixol decanoate,0.332,332.0,4858.45287
2025-04,England,Antidepressants,Flupentixol hydrochloride,1.263,1263.0,4411.01017
2025-04,England,Antidepressants,Fluvoxamine maleate,0.16,160.0,2729.96619
2025-04,England,Antidepressants,Imipramine hydrochloride,1.023,1023.0,6149.00166
2025-04,England,Antidepressants,Isocarboxazid,0.037,37.0,9567.29873
2025-04,England,Antidepressants,Lofepramine hydrochloride,1.038,1038.0,30142.17201
2025-04,England,Anxiolytics,Loprazolam mesilate,0.083,83.0,1759.4879
2025-04,England,Anxiolytics,Lorazepam,9.505,9505.0,50386.06484
2025-04,England,Anxiolytics,Lormetazepam,0.062,62.0,426.38233
2025-04,England,Anxiolytics,Melatonin,19.208,19208.0,212442.98287
2025-04,England,Antidepressants,Mianserin hydrochloride,0.011,11.0,690.8518
2025-04,England,Anxiolytics,Midazolam hydrochloride,0.728,728.0,66519.53787
2025-04,England,Anxiolytics,Midazolam maleate,0.222,222.0,41209.65841
2025-04,England,Antidepressants,Mirtazapine,110.246,110246.0,109771.87112
2025-04,England,Antidepressants,Moclobemide,0.08,80.0,1626.27523
2025-04,England,Anxiolytics,Nitrazepam,1.733,1733.0,10925.70966
2025-04,England,Antidepressants,Nortriptyline,6.793,6793.0,22432.66822
2025-04,England,Anxiolytics,Oxazepam,0.26,260.0,1116.64718
2025-04,England,Anxiolytics,Paraldehyde,0.006,6.0,166.73002
2025-04,England,Antidepressants,Paroxetine hydrochloride,9.839,9839.0,19485.08896
2025-04,England,Antidepressants,Phenelzine sulfate,0.05,50.0,5493.23463
2025-04,England,Anxiolytics,Phenobarbital,1.162,1162.0,7443.64582
2025-04,England,Anxiolytics,Pregabalin,76.173,76173.0,187818.50832
2025-04,England,Anxiolytics,Promethazine teoclate,0.177,177.0,854.90907
2025-04,England,Antidepressants,Reboxetine,0.2,200.0,3248.05795
2025-04,England,Antidepressants,Sertraline hydrochloride,191.163,191163.0,313092.63635
2025-04,England,Anxiolytics,Sodium oxybate,0.007,7.0,6720.14878
2025-04,England,Anxiolytics,Temazepam,2.67,2670.0,60947.89301
2025-04,England,Antidepressants,Tranylcypromine sulfate,0.031,31.0,51811.53333
2025-04,England,Antidepressants,Trazodone hydrochloride,9.003,9003.0,21849.35345
2025-04,England,Antidepressants,Trimipramine maleate,0.112,112.0,13474.85412
2025-04,England,Antidepressants,Tryptophan,0.007,7.0,269.12659
2025-04,England,Antidepressants,Venlafaxine,56.466,56466.0,414919.26296
2025-04,England,Antidepressants,Vortioxetine,1.979,1979.0,48831.53524
2025-04,England,Anxiolytics,Zolpidem tartrate,4.755,4755.0,4174.75161
2025-04,England,Anxiolytics,Zopiclone,39.572,39572.0,24675.50872
2025-04,England,Antidepressants,Amitriptyline hydrochloride,0.082,82.0,72.58332
2025-04,England,Antidepressants,Bupropion hydrochloride,0.002,2.0,39.50844
2025-04,England,Anxiolytics,Buspirone hydrochloride,0.003,3.0,15.79907
2025-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.004,4.0,5.40771
2025-04,England,Antidepressants,Citalopram hydrobromide,0.052,52.0,48.96342
2025-04,England,Anxiolytics,Clobazam,0.003,3.0,302.30986
2025-04,England,Anxiolytics,Clonazepam,0.007,7.0,37.89835
2025-04,England,Anxiolytics,Daridorexant,0.001,1.0,39.91356
2025-04,England,Anxiolytics,Diazepam,0.14,140.0,58.19355
2025-04,England,Antidepressants,Duloxetine hydrochloride,0.044,44.0,114.22925
2025-04,England,Antidepressants,Escitalopram,0.007,7.0,8.23694
2025-04,England,Antidepressants,Fluoxetine hydrochloride,0.042,42.0,139.20881
2025-04,England,Anxiolytics,Lorazepam,0.017,17.0,47.0238
2025-04,England,Anxiolytics,Melatonin,0.082,82.0,3634.20284
2025-04,England,Anxiolytics,Midazolam hydrochloride,0.001,1.0,91.5124
2025-04,England,Antidepressants,Mirtazapine,0.078,78.0,87.86496
2025-04,England,Anxiolytics,Nitrazepam,0.004,4.0,4.90265
2025-04,England,Antidepressants,Nortriptyline,0.007,7.0,18.21715
2025-04,England,Anxiolytics,Oxazepam,0.002,2.0,3.02519
2025-04,England,Antidepressants,Paroxetine hydrochloride,0.008,8.0,10.99873
2025-04,England,Anxiolytics,Pregabalin,0.072,72.0,121.9732
2025-04,England,Antidepressants,Sertraline hydrochloride,0.123,123.0,197.98326
2025-04,England,Anxiolytics,Temazepam,0.006,6.0,106.1244
2025-04,England,Antidepressants,Trazodone hydrochloride,0.032,32.0,24.12173
2025-04,England,Antidepressants,Venlafaxine,0.068,68.0,1173.67171
2025-04,England,Antidepressants,Vortioxetine,0.001,1.0,12.65933
2025-04,England,Anxiolytics,Zolpidem tartrate,0.025,25.0,11.19418
2025-04,England,Anxiolytics,Zopiclone,0.046,46.0,24.2787
2025-05,England,Antidepressants,Agomelatine,0.145,145.0,3034.15099
2025-05,England,Antidepressants,Amitriptyline hydrochloride,174.293,174293.0,168941.99664
2025-05,England,Antidepressants,Bupropion hydrochloride,0.347,347.0,12509.60013
2025-05,England,Anxiolytics,Buspirone hydrochloride,1.853,1853.0,11546.30833
2025-05,England,Anxiolytics,Chloral hydrate,0.076,76.0,34745.37101
2025-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.152,152.0,405.7473
2025-05,England,Antidepressants,Citalopram hydrobromide,162.399,162399.0,115438.68241
2025-05,England,Antidepressants,Citalopram hydrochloride,0.748,748.0,8433.73724
2025-05,England,Anxiolytics,Clobazam,3.722,3722.0,85110.14893
2025-05,England,Anxiolytics,Clomethiazole,0.021,21.0,625.95578
2025-05,England,Antidepressants,Clomipramine hydrochloride,2.702,2702.0,26448.90695
2025-05,England,Anxiolytics,Clonazepam,14.949,14949.0,106845.46356
2025-05,England,Anxiolytics,Daridorexant,0.874,874.0,31694.271
2025-05,England,Anxiolytics,Diazepam,37.802,37802.0,37675.84361
2025-05,England,Antidepressants,Dosulepin hydrochloride,2.897,2897.0,30236.06567
2025-05,England,Antidepressants,Doxepin,0.141,141.0,8176.88317
2025-05,England,Antidepressants,Duloxetine hydrochloride,39.471,39471.0,131788.90898
2025-05,England,Antidepressants,Escitalopram,21.359,21359.0,33703.42681
2025-05,England,Antidepressants,Fluoxetine hydrochloride,75.088,75088.0,125375.7651
2025-05,England,Antidepressants,Flupentixol decanoate,0.248,248.0,3308.04527
2025-05,England,Antidepressants,Flupentixol hydrochloride,1.704,1704.0,5317.16751
2025-05,England,Antidepressants,Fluvoxamine maleate,0.225,225.0,3997.09424
2025-05,England,Antidepressants,Imipramine hydrochloride,0.96,960.0,6172.33638
2025-05,England,Antidepressants,Isocarboxazid,0.016,16.0,9537.12453
2025-05,England,Antidepressants,Lofepramine hydrochloride,1.052,1052.0,26395.7966
2025-05,England,Anxiolytics,Loprazolam mesilate,0.134,134.0,3325.83257
2025-05,England,Anxiolytics,Lorazepam,12.023,12023.0,66652.33854
2025-05,England,Anxiolytics,Lormetazepam,0.107,107.0,647.34674
2025-05,England,Anxiolytics,Melatonin,24.883,24883.0,369697.49603
2025-05,England,Antidepressants,Mianserin hydrochloride,0.012,12.0,745.98621
2025-05,England,Anxiolytics,Midazolam hydrochloride,0.988,988.0,96336.14572
2025-05,England,Anxiolytics,Midazolam maleate,0.248,248.0,37592.25702
2025-05,England,Antidepressants,Mirtazapine,115.447,115447.0,113817.55406
2025-05,England,Antidepressants,Moclobemide,0.083,83.0,1362.37941
2025-05,England,Anxiolytics,Nitrazepam,2.705,2705.0,11183.36861
2025-05,England,Antidepressants,Nortriptyline,11.155,11155.0,42875.85876
2025-05,England,Anxiolytics,Oxazepam,0.286,286.0,1243.27704
2025-05,England,Anxiolytics,Paraldehyde,0.025,25.0,1020.48954
2025-05,England,Antidepressants,Paroxetine hydrochloride,13.956,13956.0,25595.59179
2025-05,England,Antidepressants,Phenelzine sulfate,0.055,55.0,6015.31527
2025-05,England,Anxiolytics,Phenobarbital,1.598,1598.0,13177.16391
2025-05,England,Anxiolytics,Phenobarbital sodium,0.004,4.0,1396.6296
2025-05,England,Anxiolytics,Pregabalin,95.661,95661.0,231079.96071
2025-05,England,Anxiolytics,Promethazine teoclate,0.422,422.0,1872.79315
2025-05,England,Antidepressants,Reboxetine,0.217,217.0,3410.35689
2025-05,England,Antidepressants,Sertraline hydrochloride,247.352,247352.0,412579.59199
2025-05,England,Anxiolytics,Sodium oxybate,0.01,10.0,9960.13019
2025-05,England,Anxiolytics,Temazepam,3.584,3584.0,81851.1364
2025-05,England,Antidepressants,Tranylcypromine sulfate,0.022,22.0,26594.55236
2025-05,England,Antidepressants,Trazodone hydrochloride,8.408,8408.0,29180.23936
2025-05,England,Antidepressants,Trimipramine maleate,0.107,107.0,20382.07451
2025-05,England,Antidepressants,Tryptophan,0.007,7.0,624.11872
2025-05,England,Antidepressants,Venlafaxine,75.422,75422.0,514916.37063
2025-05,England,Antidepressants,Vortioxetine,4.324,4324.0,98965.65812
2025-05,England,Anxiolytics,Zolpidem tartrate,6.563,6563.0,5843.5099
2025-05,England,Anxiolytics,Zopiclone,46.443,46443.0,30364.07687
2025-05,England,Antidepressants,Agomelatine,0.449,449.0,9540.15911
2025-05,England,Anxiolytics,Alprazolam,0.002,2.0,4.32893
2025-05,England,Antidepressants,Amitriptyline hydrochloride,129.361,129361.0,113794.53435
2025-05,England,Antidepressants,Bupropion hydrochloride,1.226,1226.0,48774.01028
2025-05,England,Anxiolytics,Buspirone hydrochloride,1.24,1240.0,11747.63943
2025-05,England,Anxiolytics,Chloral hydrate,0.182,182.0,92990.21998
2025-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.269,269.0,369.00896
2025-05,England,Antidepressants,Citalopram hydrobromide,103.801,103801.0,79972.9654
2025-05,England,Antidepressants,Citalopram hydrochloride,0.378,378.0,4601.38588
2025-05,England,Anxiolytics,Clobazam,4.684,4684.0,83819.3563
2025-05,England,Anxiolytics,Clomethiazole,0.028,28.0,580.1512
2025-05,England,Antidepressants,Clomipramine hydrochloride,2.036,2036.0,21080.79573
2025-05,England,Anxiolytics,Clonazepam,12.64,12640.0,90448.74903
2025-05,England,Anxiolytics,Daridorexant,1.51,1510.0,62632.17331
2025-05,England,Anxiolytics,Diazepam,33.438,33438.0,34035.0218
2025-05,England,Antidepressants,Dosulepin hydrochloride,2.543,2543.0,23219.06506
2025-05,England,Antidepressants,Doxepin,0.142,142.0,8783.0408
2025-05,England,Antidepressants,Duloxetine hydrochloride,34.691,34691.0,99167.45091
2025-05,England,Antidepressants,Escitalopram,21.403,21403.0,42068.81029
2025-05,England,Antidepressants,Fluoxetine hydrochloride,54.08,54080.0,94789.96389
2025-05,England,Antidepressants,Flupentixol decanoate,0.516,516.0,14423.67612
2025-05,England,Antidepressants,Flupentixol hydrochloride,1.62,1620.0,5250.39739
2025-05,England,Antidepressants,Fluvoxamine maleate,0.327,327.0,6909.71596
2025-05,England,Antidepressants,Imipramine hydrochloride,0.842,842.0,5503.0808
2025-05,England,Antidepressants,Isocarboxazid,0.028,28.0,5230.4672
2025-05,England,Antidepressants,Lofepramine hydrochloride,0.974,974.0,21337.7776
2025-05,England,Anxiolytics,Loprazolam mesilate,0.046,46.0,1019.00252
2025-05,England,Anxiolytics,Lorazepam,8.217,8217.0,48040.35079
2025-05,England,Anxiolytics,Lormetazepam,0.045,45.0,397.18833
2025-05,England,Anxiolytics,Melatonin,36.725,36725.0,413925.4394
2025-05,England,Antidepressants,Mianserin hydrochloride,0.023,23.0,1680.87212
2025-05,England,Anxiolytics,Midazolam hydrochloride,1.611,1611.0,159151.8364
2025-05,England,Anxiolytics,Midazolam maleate,0.248,248.0,33619.9652
2025-05,England,Antidepressants,Mirtazapine,131.24,131240.0,120290.2183
2025-05,England,Antidepressants,Moclobemide,0.078,78.0,1398.82312
2025-05,England,Anxiolytics,Nitrazepam,1.704,1704.0,45724.3996
2025-05,England,Antidepressants,Nortriptyline,10.337,10337.0,35921.38797
2025-05,England,Anxiolytics,Oxazepam,0.199,199.0,887.13269
2025-05,England,Antidepressants,Oxitriptan,0.001,1.0,59.48925
2025-05,England,Anxiolytics,Paraldehyde,0.064,64.0,2009.76412
2025-05,England,Antidepressants,Paroxetine hydrochloride,11.962,11962.0,20992.79524
2025-05,England,Antidepressants,Phenelzine sulfate,0.045,45.0,6471.058
2025-05,England,Anxiolytics,Phenobarbital,1.105,1105.0,19021.022
2025-05,England,Anxiolytics,Phenobarbital sodium,0.001,1.0,140.7224
2025-05,England,Anxiolytics,Pregabalin,80.332,80332.0,215592.3268
2025-05,England,Anxiolytics,Promethazine teoclate,0.288,288.0,1186.93539
2025-05,England,Antidepressants,Reboxetine,0.106,106.0,1648.62692
2025-05,England,Antidepressants,Sertraline hydrochloride,217.606,217606.0,363498.69174
2025-05,England,Anxiolytics,Sodium oxybate,0.01,10.0,8280.124
2025-05,England,Anxiolytics,Temazepam,2.6,2600.0,66675.57
2025-05,England,Antidepressants,Tranylcypromine sulfate,0.048,48.0,68144.7952
2025-05,England,Antidepressants,Trazodone hydrochloride,6.525,6525.0,20718.30007
2025-05,England,Antidepressants,Trimipramine maleate,0.238,238.0,42076.9512
2025-05,England,Antidepressants,Tryptophan,0.009,9.0,931.3461
2025-05,England,Antidepressants,Venlafaxine,50.829,50829.0,304158.4669
2025-05,England,Antidepressants,Vortioxetine,4.086,4086.0,109581.3037
2025-05,England,Anxiolytics,Zolpidem tartrate,6.324,6324.0,5623.04108
2025-05,England,Anxiolytics,Zopiclone,42.029,42029.0,25478.95081
2025-05,England,Antidepressants,Agomelatine,0.325,325.0,7309.05112
2025-05,England,Antidepressants,Amitriptyline hydrochloride,284.807,284807.0,283061.97422
2025-05,England,Antidepressants,Bupropion hydrochloride,0.38,380.0,13487.74246
2025-05,England,Anxiolytics,Buspirone hydrochloride,3.563,3563.0,22921.13662
2025-05,England,Anxiolytics,Chloral hydrate,0.151,151.0,73617.55846
2025-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.314,314.0,735.57882
2025-05,England,Antidepressants,Citalopram hydrobromide,219.218,219218.0,166337.28057
2025-05,England,Antidepressants,Citalopram hydrochloride,1.196,1196.0,12795.4492
2025-05,England,Anxiolytics,Clobazam,7.076,7076.0,187179.0395
2025-05,England,Anxiolytics,Clomethiazole,0.029,29.0,1258.49314
2025-05,England,Anxiolytics,Clomethiazole edisilate,0.051,51.0,1638.6324
2025-05,England,Antidepressants,Clomipramine hydrochloride,3.485,3485.0,38100.25797
2025-05,England,Anxiolytics,Clonazepam,15.592,15592.0,137363.37865
2025-05,England,Anxiolytics,Daridorexant,1.721,1721.0,64626.14691
2025-05,England,Anxiolytics,Diazepam,67.244,67244.0,84037.86089
2025-05,England,Antidepressants,Dosulepin hydrochloride,4.904,4904.0,54153.21622
2025-05,England,Antidepressants,Doxepin,0.178,178.0,9677.45942
2025-05,England,Antidepressants,Duloxetine hydrochloride,79.346,79346.0,261733.93573
2025-05,England,Antidepressants,Escitalopram,30.343,30343.0,48596.47368
2025-05,England,Antidepressants,Fluoxetine hydrochloride,124.236,124236.0,198874.83503
2025-05,England,Antidepressants,Flupentixol decanoate,0.432,432.0,9022.43393
2025-05,England,Antidepressants,Flupentixol hydrochloride,2.713,2713.0,9702.08226
2025-05,England,Antidepressants,Fluvoxamine maleate,0.336,336.0,5850.67888
2025-05,England,Antidepressants,Imipramine hydrochloride,1.797,1797.0,15738.26391
2025-05,England,Antidepressants,Isocarboxazid,0.023,23.0,10688.1952
2025-05,England,Antidepressants,Lofepramine hydrochloride,2.257,2257.0,62500.90734
2025-05,England,Anxiolytics,Loprazolam mesilate,0.139,139.0,3057.51679
2025-05,England,Anxiolytics,Lorazepam,20.471,20471.0,143706.49283
2025-05,England,Anxiolytics,Lormetazepam,0.127,127.0,944.58478
2025-05,England,Anxiolytics,Melatonin,40.994,40994.0,810241.90093
2025-05,England,Antidepressants,Mianserin hydrochloride,0.009,9.0,501.60482
2025-05,England,Anxiolytics,Midazolam hydrochloride,1.652,1652.0,163240.80455
2025-05,England,Anxiolytics,Midazolam maleate,0.267,267.0,58153.3622
2025-05,England,Antidepressants,Mirtazapine,204.731,204731.0,210856.58407
2025-05,England,Antidepressants,Moclobemide,0.106,106.0,2008.09263
2025-05,England,Anxiolytics,Nitrazepam,3.922,3922.0,38584.8859
2025-05,England,Antidepressants,Nortriptyline,15.475,15475.0,59279.66367
2025-05,England,Anxiolytics,Oxazepam,0.561,561.0,2665.41319
2025-05,England,Antidepressants,Oxitriptan,0.001,1.0,31.81939
2025-05,England,Anxiolytics,Paraldehyde,0.044,44.0,1202.219
2025-05,England,Antidepressants,Paroxetine hydrochloride,20.421,20421.0,36752.42796
2025-05,England,Antidepressants,Phenelzine sulfate,0.062,62.0,6425.37228
2025-05,England,Anxiolytics,Phenobarbital,2.239,2239.0,20836.05319
2025-05,England,Anxiolytics,Phenobarbital sodium,0.001,1.0,140.7224
2025-05,England,Anxiolytics,Pregabalin,173.928,173928.0,442798.31622
2025-05,England,Anxiolytics,Promethazine teoclate,0.492,492.0,2701.80461
2025-05,England,Antidepressants,Reboxetine,0.277,277.0,4194.77814
2025-05,England,Antidepressants,Sertraline hydrochloride,426.335,426335.0,693644.4332
2025-05,England,Anxiolytics,Sodium oxybate,0.036,36.0,31680.4464
2025-05,England,Anxiolytics,Temazepam,4.806,4806.0,109424.97591
2025-05,England,Antidepressants,Tranylcypromine sulfate,0.042,42.0,41984.22732
2025-05,England,Antidepressants,Trazodone hydrochloride,14.197,14197.0,44420.19335
2025-05,England,Antidepressants,Trimipramine maleate,0.13,130.0,19052.65222
2025-05,England,Antidepressants,Tryptophan,0.013,13.0,1086.69529
2025-05,England,Antidepressants,Venlafaxine,102.682,102682.0,738942.11877
2025-05,England,Antidepressants,Vortioxetine,6.267,6267.0,149975.15641
2025-05,England,Anxiolytics,Zolpidem tartrate,8.87,8870.0,7534.88379
2025-05,England,Anxiolytics,Zopiclone,70.203,70203.0,44347.68505
2025-05,England,Antidepressants,Agomelatine,0.406,406.0,5088.62893
2025-05,England,Antidepressants,Amitriptyline hydrochloride,288.497,288497.0,265098.28757
2025-05,England,Antidepressants,Bupropion hydrochloride,0.324,324.0,9654.31269
2025-05,England,Anxiolytics,Buspirone hydrochloride,3.009,3009.0,17351.8327
2025-05,England,Anxiolytics,Chloral hydrate,0.138,138.0,60799.84526
2025-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.307,307.0,645.66548
2025-05,England,Antidepressants,Citalopram hydrobromide,190.283,190283.0,133174.04741
2025-05,England,Antidepressants,Citalopram hydrochloride,0.853,853.0,8937.18048
2025-05,England,Anxiolytics,Clobazam,4.839,4839.0,131520.92734
2025-05,England,Anxiolytics,Clomethiazole,0.128,128.0,1521.92568
2025-05,England,Antidepressants,Clomipramine hydrochloride,3.378,3378.0,31659.27468
2025-05,England,Anxiolytics,Clonazepam,13.508,13508.0,103324.0586
2025-05,England,Anxiolytics,Daridorexant,0.458,458.0,18261.03868
2025-05,England,Anxiolytics,Diazepam,43.382,43382.0,53730.64415
2025-05,England,Antidepressants,Dosulepin hydrochloride,3.612,3612.0,33320.11865
2025-05,England,Antidepressants,Doxepin,0.282,282.0,14775.62564
2025-05,England,Antidepressants,Duloxetine hydrochloride,103.501,103501.0,282974.79998
2025-05,England,Antidepressants,Escitalopram,22.802,22802.0,32900.94931
2025-05,England,Antidepressants,Fluoxetine hydrochloride,149.505,149505.0,202671.85257
2025-05,England,Antidepressants,Flupentixol decanoate,0.443,443.0,7470.66151
2025-05,England,Antidepressants,Flupentixol hydrochloride,2.965,2965.0,8929.44103
2025-05,England,Antidepressants,Fluvoxamine maleate,0.323,323.0,5678.63002
2025-05,England,Antidepressants,Imipramine hydrochloride,1.506,1506.0,12754.38903
2025-05,England,Antidepressants,Isocarboxazid,0.006,6.0,2115.3744
2025-05,England,Antidepressants,Lofepramine hydrochloride,2.422,2422.0,54333.38208
2025-05,England,Anxiolytics,Loprazolam mesilate,0.13,130.0,3667.69039
2025-05,England,Anxiolytics,Lorazepam,12.171,12171.0,82773.69495
2025-05,England,Anxiolytics,Lormetazepam,0.151,151.0,924.92075
2025-05,England,Anxiolytics,Melatonin,31.716,31716.0,540550.75609
2025-05,England,Antidepressants,Mianserin hydrochloride,0.015,15.0,775.1538
2025-05,England,Anxiolytics,Midazolam hydrochloride,1.266,1266.0,127183.82602
2025-05,England,Anxiolytics,Midazolam maleate,0.276,276.0,38304.92945
2025-05,England,Antidepressants,Mirtazapine,229.791,229791.0,197348.14225
2025-05,England,Antidepressants,Moclobemide,0.117,117.0,2049.73786
2025-05,England,Anxiolytics,Nitrazepam,4.187,4187.0,46122.41578
2025-05,England,Antidepressants,Nortriptyline,15.953,15953.0,49472.52294
2025-05,England,Anxiolytics,Oxazepam,0.595,595.0,2837.30629
2025-05,England,Anxiolytics,Paraldehyde,0.029,29.0,810.35485
2025-05,England,Antidepressants,Paroxetine hydrochloride,19.19,19190.0,29424.19309
2025-05,England,Antidepressants,Phenelzine sulfate,0.064,64.0,5483.6956
2025-05,England,Anxiolytics,Phenobarbital,2.264,2264.0,13420.27443
2025-05,England,Anxiolytics,Phenobarbital sodium,0.003,3.0,422.1672
2025-05,England,Anxiolytics,Pregabalin,150.248,150248.0,331843.1978
2025-05,England,Anxiolytics,Promethazine teoclate,0.435,435.0,1902.8892
2025-05,England,Antidepressants,Reboxetine,0.455,455.0,5474.76786
2025-05,England,Antidepressants,Sertraline hydrochloride,414.71,414710.0,600552.13986
2025-05,England,Anxiolytics,Sodium oxybate,0.004,4.0,3600.0496
2025-05,England,Anxiolytics,Temazepam,5.179,5179.0,113954.61228
2025-05,England,Antidepressants,Tranylcypromine sulfate,0.025,25.0,28720.14
2025-05,England,Antidepressants,Trazodone hydrochloride,43.117,43117.0,74109.49281
2025-05,England,Antidepressants,Trimipramine maleate,0.207,207.0,19821.77814
2025-05,England,Antidepressants,Tryptophan,0.017,17.0,987.98304
2025-05,England,Antidepressants,Venlafaxine,85.204,85204.0,470432.31281
2025-05,England,Antidepressants,Vortioxetine,5.938,5938.0,109164.33021
2025-05,England,Anxiolytics,Zolpidem tartrate,4.456,4456.0,3588.55937
2025-05,England,Anxiolytics,Zopiclone,40.616,40616.0,24127.91768
2025-05,England,Antidepressants,Agomelatine,0.151,151.0,2913.04269
2025-05,England,Antidepressants,Amitriptyline hydrochloride,188.149,188149.0,181662.85488
2025-05,England,Antidepressants,Bupropion hydrochloride,0.291,291.0,9693.13386
2025-05,England,Anxiolytics,Buspirone hydrochloride,7.182,7182.0,40355.66974
2025-05,England,Anxiolytics,Chloral hydrate,0.137,137.0,61893.69163
2025-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.18,180.0,434.34195
2025-05,England,Antidepressants,Citalopram hydrobromide,146.998,146998.0,107826.16498
2025-05,England,Antidepressants,Citalopram hydrochloride,0.688,688.0,7307.99188
2025-05,England,Anxiolytics,Clobazam,7.213,7213.0,116821.3675
2025-05,England,Anxiolytics,Clomethiazole,0.025,25.0,681.09762
2025-05,England,Anxiolytics,Clomethiazole edisilate,0.002,2.0,189.0248
2025-05,England,Antidepressants,Clomipramine hydrochloride,2.921,2921.0,31363.30589
2025-05,England,Anxiolytics,Clonazepam,10.114,10114.0,92520.54337
2025-05,England,Anxiolytics,Daridorexant,2.257,2257.0,84400.67627
2025-05,England,Anxiolytics,Diazepam,47.681,47681.0,81275.96051
2025-05,England,Antidepressants,Dosulepin hydrochloride,3.388,3388.0,36459.61808
2025-05,England,Antidepressants,Doxepin,0.14,140.0,8165.69464
2025-05,England,Antidepressants,Duloxetine hydrochloride,66.97,66970.0,215452.76918
2025-05,England,Antidepressants,Escitalopram,23.785,23785.0,37075.79561
2025-05,England,Antidepressants,Fluoxetine hydrochloride,95.384,95384.0,152468.35683
2025-05,England,Antidepressants,Flupentixol decanoate,0.367,367.0,8047.96877
2025-05,England,Antidepressants,Flupentixol hydrochloride,1.618,1618.0,6154.61911
2025-05,England,Antidepressants,Fluvoxamine maleate,0.214,214.0,3580.7729
2025-05,England,Antidepressants,Imipramine hydrochloride,0.856,856.0,6133.16647
2025-05,England,Antidepressants,Isocarboxazid,0.001,1.0,1208.4124
2025-05,England,Antidepressants,Lofepramine hydrochloride,0.995,995.0,26447.06551
2025-05,England,Anxiolytics,Loprazolam mesilate,0.142,142.0,3167.19264
2025-05,England,Anxiolytics,Lorazepam,10.018,10018.0,78455.97671
2025-05,England,Anxiolytics,Lormetazepam,0.131,131.0,836.36991
2025-05,England,Anxiolytics,Melatonin,26.947,26947.0,381121.27446
2025-05,England,Antidepressants,Mianserin hydrochloride,0.01,10.0,713.7869
2025-05,England,Anxiolytics,Midazolam hydrochloride,1.189,1189.0,117332.34755
2025-05,England,Anxiolytics,Midazolam maleate,0.173,173.0,27609.4252
2025-05,England,Antidepressants,Mirtazapine,198.074,198074.0,177025.45266
2025-05,England,Antidepressants,Moclobemide,0.088,88.0,1604.19594
2025-05,England,Anxiolytics,Nitrazepam,4.31,4310.0,35069.23108
2025-05,England,Antidepressants,Nortriptyline,15.336,15336.0,53384.52649
2025-05,England,Anxiolytics,Oxazepam,0.531,531.0,2148.6089
2025-05,England,Anxiolytics,Paraldehyde,0.011,11.0,263.08559
2025-05,England,Antidepressants,Paroxetine hydrochloride,16.717,16717.0,29050.37003
2025-05,England,Antidepressants,Phenelzine sulfate,0.033,33.0,3566.0092
2025-05,England,Anxiolytics,Phenobarbital,1.576,1576.0,13446.40475
2025-05,England,Anxiolytics,Phenobarbital sodium,0.001,1.0,140.7224
2025-05,England,Anxiolytics,Pregabalin,142.114,142114.0,330121.78683
2025-05,England,Anxiolytics,Promethazine teoclate,0.174,174.0,916.45503
2025-05,England,Antidepressants,Reboxetine,0.274,274.0,3866.61885
